,date,ML,Low,High
Alabama,2020-03-13,2.0,0.34,6.43
Alabama,2020-03-14,1.55,0.38,3.29
Alabama,2020-03-15,1.53,0.47000000000000003,2.95
Alabama,2020-03-16,1.5,0.52,2.72
Alabama,2020-03-17,1.6300000000000001,0.67,2.71
Alabama,2020-03-18,1.73,0.8200000000000001,2.66
Alabama,2020-03-19,1.71,0.92,2.56
Alabama,2020-03-20,1.69,0.91,2.48
Alabama,2020-03-21,1.72,1.0,2.43
Alabama,2020-03-22,1.9100000000000001,1.28,2.56
Alabama,2020-03-23,2.08,1.53,2.65
Alabama,2020-03-24,2.12,1.6300000000000001,2.6
Alabama,2020-03-25,2.04,1.6,2.45
Alabama,2020-03-26,1.9100000000000001,1.53,2.29
Alabama,2020-03-27,1.74,1.4000000000000001,2.1
Alabama,2020-03-28,1.57,1.25,1.9000000000000001
Alabama,2020-03-29,1.3800000000000001,1.08,1.7
Alabama,2020-03-30,1.25,0.96,1.56
Alabama,2020-03-31,1.21,0.91,1.49
Alabama,2020-04-01,1.18,0.9,1.47
Alabama,2020-04-02,1.21,0.9500000000000001,1.51
Alabama,2020-04-03,1.25,0.99,1.53
Alabama,2020-04-04,1.3,1.05,1.57
Alabama,2020-04-05,1.36,1.12,1.62
Alabama,2020-04-06,1.4000000000000001,1.17,1.6400000000000001
Alabama,2020-04-07,1.36,1.1400000000000001,1.59
Alabama,2020-04-08,1.35,1.1400000000000001,1.57
Alabama,2020-04-09,1.31,1.11,1.53
Alabama,2020-04-10,1.26,1.05,1.45
Alabama,2020-04-11,1.2,1.0,1.3900000000000001
Alabama,2020-04-12,1.1400000000000001,0.9500000000000001,1.34
Alabama,2020-04-13,1.06,0.86,1.24
Alabama,2020-04-14,1.0,0.81,1.19
Alabama,2020-04-15,0.91,0.73,1.12
Alabama,2020-04-16,0.84,0.65,1.05
Alabama,2020-04-17,0.8,0.6,1.01
Alabama,2020-04-18,0.79,0.59,1.01
Alaska,2020-03-14,2.0,0.34,6.43
Alaska,2020-03-15,1.8800000000000001,0.38,5.01
Alaska,2020-03-16,2.17,0.51,4.99
Alaska,2020-03-17,1.96,0.5,4.24
Alaska,2020-03-18,2.08,0.58,4.09
Alaska,2020-03-19,1.8900000000000001,0.54,3.62
Alaska,2020-03-20,1.93,0.64,3.54
Alaska,2020-03-21,1.8900000000000001,0.2,3.38
Alaska,2020-03-22,2.05,0.51,3.5
Alaska,2020-03-23,1.83,0.44,3.13
Alaska,2020-03-24,1.8900000000000001,0.61,3.0700000000000003
Alaska,2020-03-25,1.81,0.68,2.92
Alaska,2020-03-26,1.74,0.68,2.72
Alaska,2020-03-27,1.57,0.6,2.5
Alaska,2020-03-28,1.44,0.55,2.35
Alaska,2020-03-29,1.25,0.37,2.09
Alaska,2020-03-30,1.1500000000000001,0.28,1.95
Alaska,2020-03-31,1.0,0.17,1.79
Alaska,2020-04-01,0.85,0.06,1.61
Alaska,2020-04-02,0.8,0.04,1.57
Alaska,2020-04-03,0.84,0.05,1.6300000000000001
Alaska,2020-04-04,0.89,0.06,1.69
Alaska,2020-04-05,1.0,0.14,1.85
Alaska,2020-04-06,1.11,0.24,1.99
Alaska,2020-04-07,1.16,0.29,2.0300000000000002
Alaska,2020-04-08,1.2,0.33,2.04
Alaska,2020-04-09,1.1500000000000001,0.28,1.95
Alaska,2020-04-10,1.09,0.28,1.93
Alaska,2020-04-11,1.0,0.19,1.8
Alaska,2020-04-12,0.91,0.11,1.68
Alaska,2020-04-13,0.8,0.05,1.57
Alaska,2020-04-14,0.74,0.02,1.51
Alaska,2020-04-15,0.72,0.01,1.51
Alaska,2020-04-16,0.7000000000000001,0.0,1.51
Alaska,2020-04-17,0.68,0.0,1.52
Alaska,2020-04-18,0.72,0.0,1.59
Arizona,2020-03-05,2.0,0.34,6.43
Arizona,2020-03-06,1.8800000000000001,0.38,5.01
Arizona,2020-03-07,1.8,0.38,4.45
Arizona,2020-03-08,1.74,0.4,4.13
Arizona,2020-03-09,1.69,0.37,3.85
Arizona,2020-03-10,1.6400000000000001,0.4,3.7
Arizona,2020-03-11,1.61,0.41000000000000003,3.56
Arizona,2020-03-12,1.0,0.0,3.35
Arizona,2020-03-13,1.0,0.0,3.35
Arizona,2020-03-14,1.53,0.0,3.66
Arizona,2020-03-15,1.8900000000000001,0.01,3.7800000000000002
Arizona,2020-03-16,2.05,0.12,3.81
Arizona,2020-03-17,2.52,0.65,4.17
Arizona,2020-03-18,2.83,1.32,4.2
Arizona,2020-03-19,2.88,1.72,4.0
Arizona,2020-03-20,2.79,1.86,3.68
Arizona,2020-03-21,2.67,1.94,3.42
Arizona,2020-03-22,2.48,1.87,3.1
Arizona,2020-03-23,2.31,1.79,2.83
Arizona,2020-03-24,2.16,1.71,2.61
Arizona,2020-03-25,1.97,1.58,2.38
Arizona,2020-03-26,1.84,1.48,2.2
Arizona,2020-03-27,1.76,1.44,2.1
Arizona,2020-03-28,1.6500000000000001,1.36,1.97
Arizona,2020-03-29,1.54,1.27,1.84
Arizona,2020-03-30,1.44,1.19,1.73
Arizona,2020-03-31,1.33,1.08,1.59
Arizona,2020-04-01,1.29,1.05,1.55
Arizona,2020-04-02,1.26,1.03,1.51
Arizona,2020-04-03,1.22,1.0,1.47
Arizona,2020-04-04,1.19,0.97,1.43
Arizona,2020-04-05,1.1500000000000001,0.93,1.3800000000000001
Arizona,2020-04-06,1.11,0.9,1.34
Arizona,2020-04-07,1.08,0.87,1.31
Arizona,2020-04-08,1.05,0.8300000000000001,1.26
Arizona,2020-04-09,1.02,0.8,1.23
Arizona,2020-04-10,0.99,0.77,1.2
Arizona,2020-04-11,0.9500000000000001,0.74,1.18
Arizona,2020-04-12,0.92,0.71,1.1500000000000001
Arizona,2020-04-13,0.91,0.6900000000000001,1.1400000000000001
Arizona,2020-04-14,0.97,0.76,1.21
Arizona,2020-04-15,1.01,0.79,1.24
Arizona,2020-04-16,1.07,0.85,1.29
Arizona,2020-04-17,1.11,0.9,1.34
Arizona,2020-04-18,1.16,0.9500000000000001,1.3800000000000001
Arkansas,2020-03-11,2.0,0.34,6.43
Arkansas,2020-03-12,1.74,0.4,4.13
Arkansas,2020-03-13,1.83,0.46,3.79
Arkansas,2020-03-14,1.6600000000000001,0.45,3.31
Arkansas,2020-03-15,1.56,0.45,3.0300000000000002
Arkansas,2020-03-16,1.73,0.5700000000000001,3.08
Arkansas,2020-03-17,2.12,0.9500000000000001,3.36
Arkansas,2020-03-18,2.18,1.01,3.31
Arkansas,2020-03-19,2.36,1.37,3.31
Arkansas,2020-03-20,2.2,1.35,3.02
Arkansas,2020-03-21,2.09,1.37,2.83
Arkansas,2020-03-22,1.99,1.36,2.65
Arkansas,2020-03-23,1.84,1.27,2.43
Arkansas,2020-03-24,1.6600000000000001,1.1300000000000001,2.2
Arkansas,2020-03-25,1.52,1.02,2.02
Arkansas,2020-03-26,1.33,0.85,1.81
Arkansas,2020-03-27,1.22,0.76,1.7
Arkansas,2020-03-28,1.1400000000000001,0.68,1.6
Arkansas,2020-03-29,1.08,0.63,1.54
Arkansas,2020-03-30,1.11,0.66,1.56
Arkansas,2020-03-31,1.12,0.68,1.57
Arkansas,2020-04-01,1.1,0.68,1.56
Arkansas,2020-04-02,1.1500000000000001,0.72,1.58
Arkansas,2020-04-03,1.1500000000000001,0.73,1.57
Arkansas,2020-04-04,1.19,0.77,1.59
Arkansas,2020-04-05,1.23,0.84,1.6400000000000001
Arkansas,2020-04-06,1.21,0.8300000000000001,1.61
Arkansas,2020-04-07,1.18,0.8,1.56
Arkansas,2020-04-08,1.16,0.79,1.54
Arkansas,2020-04-09,1.06,0.6900000000000001,1.43
Arkansas,2020-04-10,1.1,0.73,1.46
Arkansas,2020-04-11,1.08,0.73,1.46
Arkansas,2020-04-12,1.09,0.74,1.46
Arkansas,2020-04-13,1.07,0.71,1.42
Arkansas,2020-04-14,1.05,0.7000000000000001,1.41
Arkansas,2020-04-15,1.04,0.68,1.3800000000000001
Arkansas,2020-04-16,1.06,0.72,1.42
Arkansas,2020-04-17,0.98,0.63,1.33
Arkansas,2020-04-18,1.01,0.66,1.36
California,2020-02-21,2.0,0.34,6.43
California,2020-02-22,1.8800000000000001,0.38,5.01
California,2020-02-23,2.17,0.51,4.99
California,2020-02-24,1.96,0.5,4.24
California,2020-02-25,2.08,0.58,4.09
California,2020-02-26,2.09,0.67,3.87
California,2020-02-27,1.8900000000000001,0.63,3.45
California,2020-02-28,1.44,0.01,2.86
California,2020-02-29,1.59,0.11,2.99
California,2020-03-01,1.35,0.03,2.64
California,2020-03-02,1.62,0.23,2.95
California,2020-03-03,1.6600000000000001,0.33,2.93
California,2020-03-04,1.67,0.39,2.83
California,2020-03-05,1.75,0.5700000000000001,2.84
California,2020-03-06,2.04,1.02,3.04
California,2020-03-07,1.93,1.03,2.83
California,2020-03-08,1.8800000000000001,1.08,2.69
California,2020-03-09,1.79,1.07,2.5300000000000002
California,2020-03-10,1.75,1.09,2.42
California,2020-03-11,1.72,1.11,2.32
California,2020-03-12,1.77,1.22,2.32
California,2020-03-13,1.76,1.26,2.2600000000000002
California,2020-03-14,1.83,1.37,2.27
California,2020-03-15,1.86,1.45,2.2600000000000002
California,2020-03-16,1.85,1.49,2.22
California,2020-03-17,1.82,1.49,2.15
California,2020-03-18,1.79,1.5,2.1
California,2020-03-19,1.75,1.49,2.04
California,2020-03-20,1.73,1.49,1.99
California,2020-03-21,1.7,1.48,1.94
California,2020-03-22,1.69,1.48,1.9000000000000001
California,2020-03-23,1.73,1.53,1.9100000000000001
California,2020-03-24,1.76,1.59,1.94
California,2020-03-25,1.75,1.6,1.92
California,2020-03-26,1.7,1.55,1.84
California,2020-03-27,1.6400000000000001,1.51,1.78
California,2020-03-28,1.59,1.46,1.71
California,2020-03-29,1.54,1.42,1.6500000000000001
California,2020-03-30,1.49,1.3800000000000001,1.6
California,2020-03-31,1.45,1.35,1.56
California,2020-04-01,1.41,1.31,1.51
California,2020-04-02,1.36,1.26,1.45
California,2020-04-03,1.29,1.2,1.3800000000000001
California,2020-04-04,1.23,1.1500000000000001,1.33
California,2020-04-05,1.18,1.1,1.28
California,2020-04-06,1.1300000000000001,1.04,1.21
California,2020-04-07,1.07,0.98,1.1500000000000001
California,2020-04-08,1.02,0.93,1.1
California,2020-04-09,0.97,0.88,1.05
California,2020-04-10,0.9400000000000001,0.85,1.02
California,2020-04-11,0.92,0.8300000000000001,1.0
California,2020-04-12,0.91,0.8300000000000001,1.01
California,2020-04-13,0.93,0.84,1.02
California,2020-04-14,0.9500000000000001,0.86,1.04
California,2020-04-15,0.98,0.89,1.07
California,2020-04-16,1.02,0.93,1.11
California,2020-04-17,1.06,0.98,1.16
California,2020-04-18,1.08,1.0,1.18
Colorado,2020-03-05,2.0,0.34,6.43
Colorado,2020-03-06,1.74,0.4,4.13
Colorado,2020-03-07,1.61,0.41000000000000003,3.56
Colorado,2020-03-08,1.7,0.48,3.44
Colorado,2020-03-09,1.8900000000000001,0.63,3.45
Colorado,2020-03-10,2.07,0.8200000000000001,3.41
Colorado,2020-03-11,2.2800000000000002,1.1500000000000001,3.44
Colorado,2020-03-12,2.29,1.24,3.31
Colorado,2020-03-13,2.19,1.26,3.04
Colorado,2020-03-14,1.99,1.21,2.79
Colorado,2020-03-15,1.83,1.11,2.5300000000000002
Colorado,2020-03-16,1.71,1.06,2.36
Colorado,2020-03-17,1.67,1.06,2.25
Colorado,2020-03-18,1.71,1.16,2.25
Colorado,2020-03-19,1.77,1.27,2.2600000000000002
Colorado,2020-03-20,1.84,1.3900000000000001,2.2800000000000002
Colorado,2020-03-21,1.9000000000000001,1.5,2.3000000000000003
Colorado,2020-03-22,1.8900000000000001,1.54,2.2600000000000002
Colorado,2020-03-23,1.9100000000000001,1.6,2.24
Colorado,2020-03-24,1.9000000000000001,1.61,2.18
Colorado,2020-03-25,1.85,1.6,2.12
Colorado,2020-03-26,1.76,1.53,2.0
Colorado,2020-03-27,1.6600000000000001,1.44,1.87
Colorado,2020-03-28,1.55,1.34,1.74
Colorado,2020-03-29,1.46,1.27,1.6500000000000001
Colorado,2020-03-30,1.37,1.19,1.55
Colorado,2020-03-31,1.31,1.1400000000000001,1.49
Colorado,2020-04-01,1.26,1.09,1.43
Colorado,2020-04-02,1.22,1.06,1.3900000000000001
Colorado,2020-04-03,1.17,1.0,1.32
Colorado,2020-04-04,1.1,0.9500000000000001,1.27
Colorado,2020-04-05,1.03,0.88,1.2
Colorado,2020-04-06,1.0,0.84,1.16
Colorado,2020-04-07,0.9500000000000001,0.79,1.11
Colorado,2020-04-08,0.93,0.77,1.09
Colorado,2020-04-09,0.9400000000000001,0.78,1.11
Colorado,2020-04-10,0.98,0.8300000000000001,1.16
Colorado,2020-04-11,1.02,0.86,1.19
Colorado,2020-04-12,1.06,0.9,1.22
Colorado,2020-04-13,1.06,0.9,1.22
Colorado,2020-04-14,1.06,0.91,1.23
Colorado,2020-04-15,1.04,0.89,1.21
Colorado,2020-04-16,1.01,0.86,1.18
Colorado,2020-04-17,0.99,0.8300000000000001,1.1500000000000001
Colorado,2020-04-18,1.0,0.85,1.17
Connecticut,2020-03-08,2.0,0.34,6.43
Connecticut,2020-03-09,1.8800000000000001,0.38,5.01
Connecticut,2020-03-10,1.8,0.38,4.45
Connecticut,2020-03-11,2.05,0.5,4.54
Connecticut,2020-03-12,2.17,0.61,4.33
Connecticut,2020-03-13,2.4,0.77,4.2
Connecticut,2020-03-14,2.5500000000000003,1.06,4.08
Connecticut,2020-03-15,2.68,1.25,4.04
Connecticut,2020-03-16,2.79,1.6400000000000001,3.87
Connecticut,2020-03-17,2.62,1.7,3.52
Connecticut,2020-03-18,2.35,1.58,3.12
Connecticut,2020-03-19,2.24,1.58,2.9
Connecticut,2020-03-20,2.09,1.52,2.67
Connecticut,2020-03-21,2.12,1.6300000000000001,2.63
Connecticut,2020-03-22,2.19,1.76,2.62
Connecticut,2020-03-23,2.12,1.75,2.5
Connecticut,2020-03-24,2.08,1.76,2.42
Connecticut,2020-03-25,1.97,1.69,2.27
Connecticut,2020-03-26,1.9000000000000001,1.6500000000000001,2.17
Connecticut,2020-03-27,1.8900000000000001,1.67,2.14
Connecticut,2020-03-28,1.85,1.6500000000000001,2.07
Connecticut,2020-03-29,1.78,1.59,1.97
Connecticut,2020-03-30,1.67,1.5,1.85
Connecticut,2020-03-31,1.61,1.45,1.78
Connecticut,2020-04-01,1.52,1.37,1.67
Connecticut,2020-04-02,1.43,1.29,1.58
Connecticut,2020-04-03,1.3900000000000001,1.25,1.53
Connecticut,2020-04-04,1.35,1.21,1.47
Connecticut,2020-04-05,1.35,1.22,1.47
Connecticut,2020-04-06,1.37,1.25,1.49
Connecticut,2020-04-07,1.33,1.21,1.44
Connecticut,2020-04-08,1.33,1.21,1.43
Connecticut,2020-04-09,1.29,1.18,1.4000000000000001
Connecticut,2020-04-10,1.21,1.11,1.32
Connecticut,2020-04-11,1.1500000000000001,1.05,1.26
Connecticut,2020-04-12,1.08,0.97,1.17
Connecticut,2020-04-13,1.02,0.92,1.12
Connecticut,2020-04-14,1.0,0.9,1.1
Connecticut,2020-04-15,0.97,0.86,1.06
Connecticut,2020-04-16,0.99,0.89,1.1
Connecticut,2020-04-17,0.99,0.88,1.08
Connecticut,2020-04-18,1.01,0.9,1.1
Delaware,2020-03-11,2.0,0.34,6.43
Delaware,2020-03-12,1.8800000000000001,0.38,5.01
Delaware,2020-03-13,1.8,0.38,4.45
Delaware,2020-03-14,2.05,0.5,4.54
Delaware,2020-03-15,2.17,0.61,4.33
Delaware,2020-03-16,2.16,0.68,4.01
Delaware,2020-03-17,2.1,0.72,3.69
Delaware,2020-03-18,2.0300000000000002,0.39,3.56
Delaware,2020-03-19,1.96,0.48,3.36
Delaware,2020-03-20,2.0100000000000002,0.68,3.2800000000000002
Delaware,2020-03-21,1.98,0.81,3.13
Delaware,2020-03-22,1.86,0.79,2.87
Delaware,2020-03-23,1.82,0.86,2.74
Delaware,2020-03-24,1.73,0.87,2.59
Delaware,2020-03-25,1.7,0.92,2.5
Delaware,2020-03-26,1.6300000000000001,0.91,2.37
Delaware,2020-03-27,1.54,0.86,2.22
Delaware,2020-03-28,1.5,0.87,2.15
Delaware,2020-03-29,1.52,0.92,2.12
Delaware,2020-03-30,1.44,0.86,1.99
Delaware,2020-03-31,1.41,0.88,1.96
Delaware,2020-04-01,1.48,0.98,2.0
Delaware,2020-04-02,1.54,1.07,2.02
Delaware,2020-04-03,1.6300000000000001,1.2,2.08
Delaware,2020-04-04,1.6600000000000001,1.26,2.07
Delaware,2020-04-05,1.69,1.32,2.06
Delaware,2020-04-06,1.68,1.34,2.02
Delaware,2020-04-07,1.61,1.3,1.93
Delaware,2020-04-08,1.5,1.2,1.79
Delaware,2020-04-09,1.41,1.12,1.68
Delaware,2020-04-10,1.31,1.04,1.58
Delaware,2020-04-11,1.23,0.97,1.5
Delaware,2020-04-12,1.1300000000000001,0.87,1.3900000000000001
Delaware,2020-04-13,1.05,0.8,1.32
Delaware,2020-04-14,1.02,0.77,1.29
Delaware,2020-04-15,1.03,0.77,1.28
Delaware,2020-04-16,1.05,0.8,1.31
Delaware,2020-04-17,1.11,0.85,1.35
Delaware,2020-04-18,1.1500000000000001,0.9,1.3900000000000001
District of Columbia,2020-03-07,2.0,0.34,6.43
District of Columbia,2020-03-08,2.35,0.48,5.72
District of Columbia,2020-03-09,2.05,0.5,4.54
District of Columbia,2020-03-10,1.8900000000000001,0.47000000000000003,3.98
District of Columbia,2020-03-11,1.78,0.48,3.67
District of Columbia,2020-03-12,1.7,0.48,3.44
District of Columbia,2020-03-13,1.6400000000000001,0.45,3.23
District of Columbia,2020-03-14,1.57,0.01,3.15
District of Columbia,2020-03-15,1.5,0.01,2.99
District of Columbia,2020-03-16,1.6500000000000001,0.09,3.09
District of Columbia,2020-03-17,1.8900000000000001,0.35000000000000003,3.3200000000000003
District of Columbia,2020-03-18,1.99,0.5700000000000001,3.3000000000000003
District of Columbia,2020-03-19,1.99,0.75,3.2
District of Columbia,2020-03-20,2.0300000000000002,0.91,3.0700000000000003
District of Columbia,2020-03-21,1.8800000000000001,0.9,2.84
District of Columbia,2020-03-22,1.87,0.99,2.73
District of Columbia,2020-03-23,1.83,1.05,2.62
District of Columbia,2020-03-24,1.79,1.07,2.49
District of Columbia,2020-03-25,1.74,1.1,2.4
District of Columbia,2020-03-26,1.67,1.07,2.2600000000000002
District of Columbia,2020-03-27,1.57,1.03,2.14
District of Columbia,2020-03-28,1.55,1.05,2.09
District of Columbia,2020-03-29,1.53,1.06,2.0300000000000002
District of Columbia,2020-03-30,1.54,1.09,2.0
District of Columbia,2020-03-31,1.54,1.1300000000000001,1.98
District of Columbia,2020-04-01,1.55,1.16,1.95
District of Columbia,2020-04-02,1.53,1.16,1.9000000000000001
District of Columbia,2020-04-03,1.5,1.16,1.86
District of Columbia,2020-04-04,1.44,1.12,1.78
District of Columbia,2020-04-05,1.42,1.12,1.75
District of Columbia,2020-04-06,1.37,1.08,1.68
District of Columbia,2020-04-07,1.31,1.02,1.59
District of Columbia,2020-04-08,1.25,0.98,1.54
District of Columbia,2020-04-09,1.18,0.92,1.47
District of Columbia,2020-04-10,1.11,0.85,1.3900000000000001
District of Columbia,2020-04-11,1.04,0.78,1.32
District of Columbia,2020-04-12,0.9500000000000001,0.6900000000000001,1.23
District of Columbia,2020-04-13,0.93,0.66,1.2
District of Columbia,2020-04-14,0.92,0.66,1.21
District of Columbia,2020-04-15,0.97,0.7000000000000001,1.25
District of Columbia,2020-04-16,1.02,0.76,1.31
District of Columbia,2020-04-17,1.11,0.85,1.3900000000000001
District of Columbia,2020-04-18,1.19,0.93,1.46
Florida,2020-03-03,2.0,0.34,6.43
Florida,2020-03-04,1.8800000000000001,0.38,5.01
Florida,2020-03-05,2.17,0.51,4.99
Florida,2020-03-06,1.96,0.5,4.24
Florida,2020-03-07,2.08,0.58,4.09
Florida,2020-03-08,1.8900000000000001,0.54,3.62
Florida,2020-03-09,2.1,0.72,3.69
Florida,2020-03-10,2.21,0.53,3.71
Florida,2020-03-11,2.32,0.86,3.63
Florida,2020-03-12,2.18,0.9500000000000001,3.35
Florida,2020-03-13,2.2,1.1400000000000001,3.21
Florida,2020-03-14,2.24,1.33,3.1
Florida,2020-03-15,2.4,1.6500000000000001,3.14
Florida,2020-03-16,2.4,1.78,3.0300000000000002
Florida,2020-03-17,2.37,1.84,2.89
Florida,2020-03-18,2.31,1.86,2.75
Florida,2020-03-19,2.22,1.85,2.62
Florida,2020-03-20,2.12,1.79,2.46
Florida,2020-03-21,2.0,1.71,2.3000000000000003
Florida,2020-03-22,1.93,1.67,2.2
Florida,2020-03-23,1.8900000000000001,1.6500000000000001,2.12
Florida,2020-03-24,1.8900000000000001,1.68,2.1
Florida,2020-03-25,1.9000000000000001,1.71,2.09
Florida,2020-03-26,1.8900000000000001,1.73,2.07
Florida,2020-03-27,1.84,1.69,2.0
Florida,2020-03-28,1.78,1.6400000000000001,1.92
Florida,2020-03-29,1.68,1.56,1.82
Florida,2020-03-30,1.61,1.49,1.73
Florida,2020-03-31,1.53,1.41,1.6300000000000001
Florida,2020-04-01,1.45,1.35,1.56
Florida,2020-04-02,1.36,1.26,1.46
Florida,2020-04-03,1.29,1.19,1.3800000000000001
Florida,2020-04-04,1.22,1.12,1.31
Florida,2020-04-05,1.16,1.07,1.26
Florida,2020-04-06,1.1,1.0,1.18
Florida,2020-04-07,1.05,0.96,1.1400000000000001
Florida,2020-04-08,1.0,0.91,1.09
Florida,2020-04-09,0.98,0.89,1.07
Florida,2020-04-10,0.9500000000000001,0.85,1.03
Florida,2020-04-11,0.93,0.84,1.03
